measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2008,18687.48464074640,40715.9539405111,5948.356344647320
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2009,18952.422782153600,40410.59389696490,6065.16339994688
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2010,19145.212114872400,41378.64720543630,6173.489912901080
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2011,19104.05476091800,40367.93448511370,6001.40555749974
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2012,18846.09074291390,40245.04782340770,5989.369079031830
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2013,18501.8732518206,39465.07631685660,5761.862104428520
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2014,18267.63367992020,39247.19438901820,5716.395896456070
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2015,18172.52046570980,39184.799470832500,5501.833711527780
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2016,18526.78425396540,40303.99961305570,5518.094908842650
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2017,19035.72552841700,41680.24758383250,5641.491286983180
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2018,19523.534337483100,43342.21924817700,5581.180819226430
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2019,19658.474736298300,43549.45473644230,5573.159278108980
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2020,19300.94070477830,43211.08702669640,5520.60022094403
YLDs (Years Lived with Disability),California,Both,All ages,Anxiety disorders,Number,2021,19269.156136940000,43600.925259549700,5508.274734451880
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1990,4801.2484958819,8225.519502009550,2239.877254486320
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1991,5189.568367784040,8821.964007609470,2397.8574248309300
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1992,5605.436025393850,9448.453617739260,2610.278368559320
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1993,6022.159214686980,10026.23117173720,2798.5950094361300
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1994,6443.478786282450,10724.35230019890,3015.78770950102
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1995,6862.731499854160,11421.549375203500,3182.877664005960
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1996,7357.709722990830,12176.334207695800,3425.944508496310
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1997,7971.181725276620,13094.27240558540,3726.326013502060
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1998,8624.614450651690,14383.32734609530,4117.737785548460
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,1999,9235.672096079480,15347.093760098900,4409.137579181950
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2000,9701.121483685330,16136.393453531600,4626.851420542380
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2001,10034.236250289400,16600.89029649950,4823.469817923290
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2002,10312.271238295700,17049.586535838900,5024.6498141722
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2003,10558.832719238800,17520.732206174900,5252.704210065580
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2004,10815.61977149720,18026.448564322500,5428.805324133110
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2005,11095.414942453300,18319.17159380430,5662.981814678160
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2006,11433.656027793000,18789.017893218800,5836.733350647600
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2007,11816.146679191800,19102.191783458800,5963.583619451680
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2008,12193.530941066900,19887.358428809600,6230.451733194720
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2009,12555.708615059100,20646.470835311800,6332.71305850245
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2010,12861.691293640500,20934.389951945700,6579.909325386030
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2011,13030.079287895900,21184.581251440500,6672.689270455920
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2012,13035.517126043800,21059.50044059770,6594.576275382590
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2013,12969.48507787180,20922.165803835600,6482.662452121620
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2014,12907.580732174500,20811.713568584600,6459.426923031890
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2015,12941.421102278000,20881.58062946530,6457.872349251610
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2016,13068.819294861700,21098.771945012300,6580.433256741870
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2017,13183.508144832000,21141.970144829800,6721.624236999210
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2018,13302.820959659100,21254.486015103900,6883.315663516130
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2019,13436.703200580000,21489.528353651500,6910.049415159830
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2020,14966.99882920130,25574.88867819910,7465.566723144730
YLDs (Years Lived with Disability),Arizona,Both,All ages,Depressive disorders,Number,2021,15102.640424955400,25969.669445996000,7377.852688173110
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1990,1271.146987885270,2945.9938383452700,342.5023458709870
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1991,1293.0467660442400,3026.488040223740,349.4988604670610
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1992,1324.3837577166000,3116.8906323213600,364.0154208453260
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1993,1360.2775948558100,3126.310516494080,378.6615467075850
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1994,1408.3831644596100,3215.1168419243000,392.5831782221130
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1995,1462.114144010390,3362.4969390206100,419.8055460305720
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1996,1562.1415669561800,3507.1734918370100,447.9151269215210
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1997,1721.6301441811700,3885.316357818540,498.5542325935770
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1998,1905.469613017670,4333.18739048693,558.8194420727650
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,1999,2076.5481489819000,4685.775717906720,616.8878290260590
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2000,2187.9636235564300,4876.499116588290,662.1837061414530
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2001,2248.247913461130,5003.714181414960,690.0837012741100
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2002,2277.106937847780,5031.479253176280,698.3388525361320
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2003,2287.853926062750,5027.5014105511900,702.0587137000440
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2004,2297.412367225100,5015.162317675800,706.2870982594650
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2005,2316.3040194389000,5082.3671443905600,713.8146098265290
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2006,2351.325339363140,5140.882650429060,730.7146765933880
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2007,2393.049368599870,5219.85649823288,745.7769896618780
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2008,2438.848405263890,5322.214194658990,772.7246629948190
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2009,2480.1247800869800,5356.505231419130,777.9665666652620
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2010,2506.117980666220,5389.978211218030,789.9558934001000
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2011,2511.425851436670,5458.399529071370,805.670541746373
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2012,2489.244514801080,5362.745572974870,778.5481137862450
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2013,2458.358890959400,5343.079330355570,768.7528014316380
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2014,2441.5243553403900,5341.869653307860,768.8788121720460
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2015,2457.2899887653100,5404.653396929030,764.8839580451560
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2016,2529.950099729220,5602.907770249950,761.8051951652970
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2017,2633.882033487750,5853.067778175120,792.6900247561850
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2018,2729.257920979900,6159.180108293780,803.195423638495
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2019,2781.6939767725600,6216.812142999130,811.4792045758930
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2020,2778.013180002550,6171.20671935952,781.4556839756390
YLDs (Years Lived with Disability),Colorado,Both,All ages,Anxiety disorders,Number,2021,2798.571380638740,6136.418797619450,809.6221002284670
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1990,1225.402527044340,2818.5705780755000,332.9226562565040
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1991,1213.4370574411700,2768.2039411200900,331.1954931078830
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1992,1203.1493092989400,2762.994079750190,330.34965196252000
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1993,1192.967406526280,2736.984292117570,330.0831795022110
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1994,1184.7235007324800,2740.9567395582200,325.7209501716540
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1995,1182.510440705060,2719.558977503970,325.4266852593000
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1996,1214.35831862453,2767.8163685318200,338.843022822443
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1997,1291.5697585562300,2994.2937616457200,363.2108961345670
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1998,1384.9119334079500,3171.052745742850,392.8564656042150
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,1999,1466.698757614350,3355.3557613682300,413.36788124082400
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2000,1507.2405961768200,3468.0527432080800,433.6481629992060
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2001,1521.5279631515900,3466.499507418510,440.4103907747850
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2002,1520.507070187080,3409.59102697739,451.97106763568100
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2003,1520.066058103510,3396.7708958035500,463.6913623112110
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2004,1520.110368026790,3352.5839887095500,473.3621061831630
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2005,1527.9067306693600,3361.07691057801,481.2189798551620
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2006,1547.1178410006600,3379.3552465392300,490.92397049511400
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2007,1576.302408381590,3443.403527869750,504.5994065840400
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2008,1606.9515181754500,3472.11957851544,520.0566696676040
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2009,1634.420550000210,3542.6537758097200,537.2388410646200
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2010,1648.8312952406200,3571.9158303134800,543.9931606336760
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2011,1645.9566515937400,3555.628863011830,542.0152126450850
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2012,1618.026307896980,3519.342602466700,524.1239860944240
YLDs (Years Lived with Disability),Connecticut,Both,All ages,Anxiety disorders,Number,2013,1584.5688115454000,3453.6495984197300,510.5861974274770
